Time 	 T[0]	T[1]	T[2]	T[3]	T[4]	T[5]	T[6]	T[7]	T[8]	T[9]	T[10]	T[11]	T[12]	T[13]	T[14]	T[15]	T[16]	T[17]	T[18]	T[19]	
1.431393e+02 	5.794931e+02 	5.390789e+02 	5.004073e+02 	4.644665e+02 	4.320136e+02 	4.035293e+02 	3.792060e+02 	3.589696e+02 	3.425255e+02 	3.294202e+02 	3.191073e+02 	3.110091e+02 	3.045686e+02 	2.992870e+02 	2.947476e+02 	2.906276e+02 	2.866980e+02 	2.828166e+02 	2.789143e+02 	2.749766e+02 	
1.458270e+02 	5.795884e+02 	5.393561e+02 	5.008422e+02 	4.650225e+02 	4.326468e+02 	4.041937e+02 	3.798593e+02 	3.595765e+02 	3.430605e+02 	3.298683e+02 	3.194633e+02 	3.112762e+02 	3.047559e+02 	2.994075e+02 	2.948163e+02 	2.906594e+02 	2.867067e+02 	2.828140e+02 	2.789090e+02 	2.749742e+02 	
1.485397e+02 	5.796823e+02 	5.396295e+02 	5.012714e+02 	4.655715e+02 	4.332726e+02 	4.048514e+02 	3.805069e+02 	3.601792e+02 	3.435931e+02 	3.303155e+02 	3.198198e+02 	3.115447e+02 	3.049453e+02 	2.995304e+02 	2.948873e+02 	2.906933e+02 	2.867173e+02 	2.828128e+02 	2.789047e+02 	2.749722e+02 	
1.512775e+02 	5.797749e+02 	5.398991e+02 	5.016948e+02 	4.661137e+02 	4.338913e+02 	4.055024e+02 	3.811490e+02 	3.607780e+02 	3.441232e+02 	3.307619e+02 	3.201767e+02 	3.118146e+02 	3.051366e+02 	2.996556e+02 	2.949607e+02 	2.907295e+02 	2.867298e+02 	2.828129e+02 	2.789012e+02 	2.749704e+02 	
1.540403e+02 	5.798662e+02 	5.401650e+02 	5.021126e+02 	4.666492e+02 	4.345030e+02 	4.061469e+02 	3.817856e+02 	3.613726e+02 	3.446508e+02 	3.312073e+02 	3.205340e+02 	3.120859e+02 	3.053300e+02 	2.997831e+02 	2.950365e+02 	2.907678e+02 	2.867440e+02 	2.828145e+02 	2.788986e+02 	2.749689e+02 	
1.568280e+02 	5.799562e+02 	5.404274e+02 	5.025251e+02 	4.671781e+02 	4.351077e+02 	4.067848e+02 	3.824167e+02 	3.619633e+02 	3.451760e+02 	3.316517e+02 	3.208916e+02 	3.123584e+02 	3.055252e+02 	2.999129e+02 	2.951145e+02 	2.908083e+02 	2.867601e+02 	2.828174e+02 	2.788968e+02 	2.749678e+02 	
1.596407e+02 	5.800450e+02 	5.406862e+02 	5.029322e+02 	4.677005e+02 	4.357057e+02 	4.074164e+02 	3.830424e+02 	3.625499e+02 	3.456988e+02 	3.320952e+02 	3.212495e+02 	3.126321e+02 	3.057223e+02 	3.000448e+02 	2.951947e+02 	2.908509e+02 	2.867780e+02 	2.828216e+02 	2.788959e+02 	2.749669e+02 	
1.624785e+02 	5.801326e+02 	5.409416e+02 	5.033340e+02 	4.682166e+02 	4.362970e+02 	4.080417e+02 	3.836629e+02 	3.631326e+02 	3.462190e+02 	3.325376e+02 	3.216075e+02 	3.129070e+02 	3.059212e+02 	3.001789e+02 	2.952772e+02 	2.908955e+02 	2.867976e+02 	2.828272e+02 	2.788958e+02 	2.749662e+02 	
1.653413e+02 	5.802190e+02 	5.411936e+02 	5.037308e+02 	4.687265e+02 	4.368817e+02 	4.086608e+02 	3.842781e+02 	3.637113e+02 	3.467368e+02 	3.329790e+02 	3.219657e+02 	3.131831e+02 	3.061219e+02 	3.003151e+02 	2.953619e+02 	2.909422e+02 	2.868190e+02 	2.828342e+02 	2.788965e+02 	2.749659e+02 	
1.682290e+02 	5.803043e+02 	5.414423e+02 	5.041225e+02 	4.692303e+02 	4.374600e+02 	4.092738e+02 	3.848881e+02 	3.642861e+02 	3.472521e+02 	3.334192e+02 	3.223241e+02 	3.134602e+02 	3.063243e+02 	3.004533e+02 	2.954488e+02 	2.909909e+02 	2.868422e+02 	2.828425e+02 	2.788981e+02 	2.749659e+02 	
1.711418e+02 	5.803884e+02 	5.416877e+02 	5.045093e+02 	4.697282e+02 	4.380320e+02 	4.098808e+02 	3.854929e+02 	3.648570e+02 	3.477649e+02 	3.338583e+02 	3.226825e+02 	3.137383e+02 	3.065284e+02 	3.005936e+02 	2.955377e+02 	2.910416e+02 	2.868670e+02 	2.828520e+02 	2.789004e+02 	2.749661e+02 	
1.740795e+02 	5.804715e+02 	5.419300e+02 	5.048913e+02 	4.702201e+02 	4.385977e+02 	4.104818e+02 	3.860927e+02 	3.654241e+02 	3.482752e+02 	3.342963e+02 	3.230410e+02 	3.140174e+02 	3.067341e+02 	3.007358e+02 	2.956287e+02 	2.910943e+02 	2.868935e+02 	2.828629e+02 	2.789036e+02 	2.749666e+02 	
1.770423e+02 	5.805535e+02 	5.421692e+02 	5.052686e+02 	4.707063e+02 	4.391574e+02 	4.110771e+02 	3.866874e+02 	3.659873e+02 	3.487830e+02 	3.347331e+02 	3.233995e+02 	3.142975e+02 	3.069414e+02 	3.008800e+02 	2.957218e+02 	2.911489e+02 	2.869217e+02 	2.828750e+02 	2.789076e+02 	2.749673e+02 	
1.800300e+02 	5.806344e+02 	5.424054e+02 	5.056412e+02 	4.711869e+02 	4.397110e+02 	4.116666e+02 	3.872772e+02 	3.665466e+02 	3.492883e+02 	3.351688e+02 	3.237579e+02 	3.145784e+02 	3.071502e+02 	3.010261e+02 	2.958169e+02 	2.912055e+02 	2.869516e+02 	2.828884e+02 	2.789124e+02 	2.749684e+02 	
1.830427e+02 	5.807142e+02 	5.426386e+02 	5.060093e+02 	4.716619e+02 	4.402587e+02 	4.122504e+02 	3.878621e+02 	3.671022e+02 	3.497910e+02 	3.356032e+02 	3.241163e+02 	3.148601e+02 	3.073605e+02 	3.011741e+02 	2.959140e+02 	2.912639e+02 	2.869831e+02 	2.829031e+02 	2.789179e+02 	2.749697e+02 	
1.860805e+02 	5.807931e+02 	5.428688e+02 	5.063730e+02 	4.721315e+02 	4.408005e+02 	4.128286e+02 	3.884421e+02 	3.676540e+02 	3.502913e+02 	3.360363e+02 	3.244745e+02 	3.151427e+02 	3.075722e+02 	3.013238e+02 	2.960130e+02 	2.913242e+02 	2.870162e+02 	2.829190e+02 	2.789243e+02 	2.749713e+02 	
1.891433e+02 	5.808709e+02 	5.430962e+02 	5.067323e+02 	4.725957e+02 	4.413367e+02 	4.134013e+02 	3.890174e+02 	3.682021e+02 	3.507891e+02 	3.364682e+02 	3.248326e+02 	3.154260e+02 	3.077853e+02 	3.014754e+02 	2.961140e+02 	2.913864e+02 	2.870509e+02 	2.829361e+02 	2.789314e+02 	2.749731e+02 	
1.922310e+02 	5.809478e+02 	5.433208e+02 	5.070873e+02 	4.730547e+02 	4.418672e+02 	4.139686e+02 	3.895879e+02 	3.687465e+02 	3.512843e+02 	3.368988e+02 	3.251905e+02 	3.157101e+02 	3.079998e+02 	3.016287e+02 	2.962168e+02 	2.914503e+02 	2.870872e+02 	2.829544e+02 	2.789392e+02 	2.749752e+02 	
1.953437e+02 	5.810237e+02 	5.435427e+02 	5.074381e+02 	4.735086e+02 	4.423922e+02 	4.145305e+02 	3.901537e+02 	3.692872e+02 	3.517771e+02 	3.373281e+02 	3.255483e+02 	3.159948e+02 	3.082156e+02 	3.017837e+02 	2.963214e+02 	2.915160e+02 	2.871250e+02 	2.829739e+02 	2.789478e+02 	2.749775e+02 	
1.984815e+02 	5.810987e+02 	5.437619e+02 	5.077848e+02 	4.739573e+02 	4.429117e+02 	4.150872e+02 	3.907149e+02 	3.698242e+02 	3.522674e+02 	3.377561e+02 	3.259057e+02 	3.162801e+02 	3.084327e+02 	3.019403e+02 	2.964279e+02 	2.915835e+02 	2.871643e+02 	2.829946e+02 	2.789572e+02 	2.749801e+02 	
